gasampe,tidaksampai
ganyampe,tidaksampai
gapernah,tidakpernah
nnya,tanya
aplg,apalagi
semacem,macam
puadet,sangatpadat
pke,pakai
mengunakan,menggunakan
deket,dekat
bayat,bayar
ewallet,dompetdigital
mmg,memang
emang,memang
sebenernya,sebenarnya
ngetem,berhenti
dialihin,dialihkan
but,tapi
honestly,sejujurnya
ditindaklanjuti,tindaklanjut
gamasuk,tidakmasuk
si,sih
gunain,gunakan
kedapetan,kedapatan
mslhny,masalahnya
malemnya,malamnya
direncanain,direncanakan
stenga,setengah
setenga,setengah
akhirny,akhirnya
angkotny,angkotnya
gapunya,tidakpunya
nany,tanya
percyaa,percaya
kbtulan,kebetulan
kyknya,kayaknya
diperbaikin,diperbaiki
sbelum,sebelum
rip,mati
diskus,diskusi
dongok,dungu
kwalitas,kualitas
panjenengan,anda
uwes,sudah
sing,yang
erti,arti
filosopi,filosofi
ngandelin,andal
gimn,bagaimana
smakin,semakin
bkin,bikin
followers,pengikut
frekwensi,frekuensi
rumahbkalian,rumahkalian
isin,malu
siaap,siap
jend,jendral
bodol,bodoh
milu,pemilu
greng,goreng
awat,gawat
jdinya,jadinya
sybolnya,symbolnya
beduke,beduknya
aamin,amin
njaar,anjing
syaa,insya
sabaaar,sabar
dangerous,bahaya
rich,kaya
yabg,yang
disain,desain
dadak,mendadak
mingkem,diam
piye,bagaimana
nesu,merajuk
lapo,kenapa
duwe,punya
togak,tonggak
berbohonh,berbohong
milu,pemilu
mensupport,mendukung
membutuhkam,membutuhkan
perhati,perhatian
sodara,saudara
berame,ramai
kwalitas,kualitas
ndoroh,tuan
djokowi,jokowi
sepanduk,spanduk
alhamdulillqh,alhamdulillah
semangkin,semakin
moga,semoga
justeru,justru
scra,secara
mbuka,membuka
bkta,bukti
mbuat,membuat
kemiskan,kemiskinan
jngn,jangan
sdng,sedang
ahlivsulap,ahlisulap
bangkitbersamaet,bangkitbersama
sera,serah
keli,geli
memalujan,memalukan
perhati,perhatian
gilaklo,gilakamu
sbagai,sebagai
sbgi,sebagai
president,presiden
knapa,kenapa
nape,kenapa
cemana,bagaimana
bjir,anjing
kalaw,kalau
inovative,inovatif
sholr,sholat
mbelgedhes,buruk
kasiam,kasihan
jatu,jatuh
sono,sana
inten,intens
propensi,provinsi
indonesi,indonesia
inibmuncul,inimuncul
siip,sip
maaih,masih
nehiii,tidak
libat,melibatkan
hiram,hitam
bubaaarrr,bubar
wafres,wapres
elmen,elemen
pabowo,prabowo
bgaimn,bagaimana
bangke,bangkai
asuuoo,anjing
ngotorjn,kotor
wako,waktu
nuntaskan,menuntaskan
kntl,kontol
jing,anjing
pokokke,pokoknya
brkta,berkat
mnykai,menyukai
anjeng,anjing
incer,incar
sangking,saking
jang,jangan
buln,bulan
prabowodua,prabowodua
hemattt,hemat
edan,gilan
balihonye,balihonya
usilin,usil
genz,genz
kulo,saya
gaamau,tidakmau
what,apa
anwa,anwar
mboten,tidak
ngapusi,berbohong
bgtu,begitu
drun,kadrun
israellll,israel
njing,anjing
telujuk,telunjuk
kesiap,kesiapan
cincong,bawel
mbacot,berbicara
lbih,lebih
kepansan,kepanasan
lwat,lewat
skkap,sikap
tlong,tolong
ptran,putaran
dongoooo,dungu
nyet,monyet
yidak,tidak
nisa,bisa
bengokk,bodoh
warbysa,luarbiasa
kenasikat,kenasikat
sbnarnya,sebenarnya
cuco,cocok
mksudnya,maksudnya
bebastugaskan,bebastugaskan
taon,tahun
dungkul,dengkul
tfak,tidak
menjelekkkan,menjelekkan
manfa,manfaat
turus,terus
bhwa,bahwa
njabat,pejabat
apaaaaa,apa
ngebokeppp,bokep
besarrr,besar
