Title,Text1,Penulis1,Penulis2,Abstrak,KataKunci,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
ANALISIS PERANCANGAN ARSITEKTUR FACE RECOGNITION UNTUK PRESENSI KARYAWAN HANIF MUFLIHUL ANWAR,HANIF MUFLIHUL ANWAR,HANIF MUFLIHUL ANWAR,Tien Fabrianti Kusumasari,,,006.3 - Special Computer Methods- Artificial intelligence,Karya Ilmiah - Skripsi (S1) - Reference,Artificial Intelligence,2023,"Universitas Telkom, S1 Sistem Informasi"
Analisis Strategi Pemulihan Citra Persaudaraan Setia Hati Terate ranting Selogiri GHOZI FAUZAN,GHOZI FAUZAN,GHOZI FAUZAN,Dedi Kurnia Syah Putra,,,"070.442 - Interpretation and opinion; newspaper editorials, radio comment",Karya Ilmiah - Skripsi (S1) - Reference,"Interpretasi Citra, Interpretation,",2023,"Universitas Telkom, S1 Digital Public Relations"
Analisis Strategi Public Relations Omah Record Dalam Melakukan Publikasi Musik Indie ELGA ZULTIAN,ELGA ZULTIAN,ELGA ZULTIAN,Razie Razak,"<p>Industri musik di era digital ini mengalami perubahan semenjak masifnya pengguna layanan <em>streaming </em>online. Penelitian ini membahas mengenai bagaimana Omah Record mempublikasikan musik indie di era digital dengan menjalankan program dan konsep dari strategi hubungan masyarkat. Penelitian ini bertujuan untuk mengetahui bagaimana implementasi strategi hubungan masyarakat di industri musik khususnya label musik indie Omah Record. Peneliti menggunakan metode kualitatif dengan pendekatan studi kasus menurut Ibrahim menggunakan metode kualitatif dilakukan dengan kondisi nyata sesuai yang ada di lapangan dengan terus menggali informasi untuk menemukan jawaban atas suatu permasalahan. Melalui metode ini data yang diperoleh berupa kata-kata dan lisan yang ditulis oleh peneliti. 4 Model Komunikasi serta Teori Strategi Public Relations peneliti gunakan sebagai dasar peneliti untuk melakukan penelitian ini, selain itu peneliti juga mencantumkan teori difusi inovasi sebagai dasar dari penelitian ini. Temuan yang didapat dari hasil penelitian ini serta wawancara, terdapat rangkaian strategi hubungan masyarakat yang merupakan konsep dari Cutlip, Center dan Broom (1982) yaitu <em>Defining the Problem, Planning and Programming, Taking Action and Communicating</em> dan yang terakhir adalah <em>Evaluating the Program.</em> Omah Record menjalankan rangkaian kegiatan ini mulai dari membaca tren di masyarakat untuk mendapatkan peluang, merencanakan dan memilih media yang digunakan untuk implementasi strategi, eksekusi strategi di media digital serta melakukan rilis musik di cafe, sampai melakukan evaluasi yang didapatkan dari <em>feedback</em> pendengar dari setiap rangkaian kegiatan publikasi perilisan musik yang dilakukan.</p>",,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,"Public Relations-strategy, Public Relations,",2023,"Universitas Telkom, S1 Digital Public Relations"
BUSINESS BLUEPRINT DESIGN OF OPEN-SOURCE CUSTOMER RELATIONSHIP MANAGEMENT AT TELKOM UNIVERSITY TRACER STUDY NAZARA AGUSTA VETA PUTRA,NAZARA AGUSTA VETA PUTRA,NAZARA AGUSTA VETA PUTRA,R. Wahjoe Witjaksono,,,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,Computer Application For Business,2023,"Universitas Telkom, S1 Sistem Informasi (International Class)"
DETEKSI PELAT NOMOR KENDARAAN MENGGUNAKAN YOLOv5 PADA SISTEM AUTOMATIC NUMBER PLATE RECOGNITION (STUDI KASUS: PT AMANIN) TIARA RAHMANIA HADININGRUM,TIARA RAHMANIA HADININGRUM,TIARA RAHMANIA HADININGRUM,Ahmad Musnansyah,<p> </p>,Tersedia 1 dari total 1 Koleksi,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Deep Learning, Machine Learning,",2023,"Universitas Telkom, S1 Sistem Informasi"
Deteksi Penggunaan Masker Pada Citra Menggunakan  RetinaFace dengan MobileNetV2 GHILMAN MUHAMMAD ZAKI,GHILMAN MUHAMMAD ZAKI,GHILMAN MUHAMMAD ZAKI,Febryanti Sthevanie,,,006.37 - Computer Vision,Karya Ilmiah - Skripsi (S1) - Reference,"Computer Vision, Image Proceesing,",2023,"Universitas Telkom, S1 Informatika"
Deteksi Penggunaan Masker Pada Citra Menggunakan YOLOv5 Dengan CNN MAULANA NUR,MAULANA NUR,MAULANA NUR,Febryanti Sthevanie,,,006.37 - Computer Vision,Karya Ilmiah - Skripsi (S1) - Reference,"Computer Vision, Image Proceesing,",2023,"Universitas Telkom, S1 Informatika"
Expansi Query Menggunakan Word2Vec pada Pencarian Artikel Ilmiah BAYU TRESNA ARIESTA,BAYU TRESNA ARIESTA,BAYU TRESNA ARIESTA,Ade Romadhony,,,006.312 - Data mining,Karya Ilmiah - Skripsi (S1) - Reference,"Data Mining, Text Mining,",2023,"Universitas Telkom, S1 Informatika"
Implementasi Ant Colony Optimization untuk Routing pada Optimasi Perutean in Network Processing dalam Sistem Monitoring Kesehatan Struktur Jembatan M. FIRMANSYAH ARROZI,M. FIRMANSYAH ARROZI,M. FIRMANSYAH ARROZI,Setyorini,"<p>Kata kunci: optimasi perutean,wirelesssensor network, ant colony optimization,metaheuristik, structural health monitoring system</p>",,"004.6 - Data communications, computer communications",Karya Ilmiah - Skripsi (S1) - Reference,"Network Management, Routing,",2023,"Universitas Telkom, S1 Informatika"
Implementasi Metode Naïve Bayes Classifier Terhadap Analisis Sentimen Tempat Wisata di Nusa Tenggara Barat EDGARSA BRAMANDYO WIDYARTO,EDGARSA BRAMANDYO WIDYARTO,EDGARSA BRAMANDYO WIDYARTO,Jondri,,,000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,System Analysis-data Processing,2023,"Universitas Telkom, S1 Informatika"
INTERNET MEME AS A NEW GLOBAL LANGUAGE IN DIGITAL ERA (Content Analysis on NABILA DYAHTASYA RAHMAWATI,NABILA DYAHTASYA RAHMAWATI,NABILA DYAHTASYA RAHMAWATI,Adi Bayu Mahadian,"<p><strong>Keywords:</strong> internet meme, content, meme structure, global language<br /> <strong>Category:</strong> Digital Culture & Meme Studies, Social Media</p>",,006.701 4 - Content Analysis,Karya Ilmiah - Skripsi (S1) - Reference,"Content Analysis, Internet,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
Kajian Konten Online Shop Autodidact Melalui Instagram ARIF FARHAN LUBIS,ARIF FARHAN LUBIS,ARIF FARHAN LUBIS,Aditya Ali,,,006.701 4 - Content Analysis,Karya Ilmiah - Skripsi (S1) - Reference,"Content Analysis, Content Creator,",2023,"Universitas Telkom, S1 Digital Public Relations"
Klasifikasi Ayat Al-Quran Terjemahan Bahasa Inggris Menggunakan Metode  Convolutional Long Short Term Memory dan Bidirectional Long Short Term Memory RAFISA ARIF IRFAN,RAFISA ARIF IRFAN,RAFISA ARIF IRFAN,Kemas Muslim Lhaksmana,,,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,Data Science,2023,"Universitas Telkom, S1 Informatika"
Komunikasi Orangtua pada Anak Remaja Melalui Pembatasan Penggunaan Media Sosial Instagram di Bogor JIHAN NABILLA,JIHAN NABILLA,JIHAN NABILLA,Lucy Pujasari Supratman,<p> </p>,Tersedia 1 dari total 1 Koleksi,302.207 - communication in education,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Media Of Communication,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
Optimasi Portofolio Saham IDX30 Menggunakan Metode MeanVariance dengan Shrinkage dan L1-Regularization REIHAN MUHAMAD AZIZ,REIHAN MUHAMAD AZIZ,REIHAN MUHAMAD AZIZ,Deni Saepudin,,,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,Data Science,2023,"Universitas Telkom, S1 Informatika"
PATH PLANNING MENGGUNAKAN ALGORITMA BEE COLONY DALAM MENCARI RUTE PERKEBUNAN DENGAN MENGGUNAKAN DRONE PADA PERKEBUNAN KOPI DESA ALAM INDAH KABUPATEN BANDUNG FICO DAVIN ADRIYANSYAH,FICO DAVIN ADRIYANSYAH,FICO DAVIN ADRIYANSYAH,Deden Witarsyah,,,005.1 - Computer programming,Karya Ilmiah - Skripsi (S1) - Reference,Computer Applications,2023,"Universitas Telkom, S1 Sistem Informasi"
PEMANFAATAN KONFERENSI PERS SEBAGAI UPAYA BRANDING BAGI PROGRAM ACARA BARU PT. CAKRAWALA ANDALAS TELEVISI (ANTV) YAASMIIN AFIIFAH NUR,YAASMIIN AFIIFAH NUR,YAASMIIN AFIIFAH NUR,Martha Tri Lestari,<p> </p>,,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Public Relations-strategy,",2023,"Universitas Telkom, S1 Digital Public Relations"
Pembangunan Knowledge Graph dan Sistem Rekomendasi Film dengan GP 2 RAYHAN ZANZABILA,RAYHAN ZANZABILA,RAYHAN ZANZABILA,Gia Septiana Wulandari,,,005.1 - Computer programming,Karya Ilmiah - Skripsi (S1) - Reference,Computers Programming,2023,"Universitas Telkom, S1 Informatika"
Pembangunan Recommender System Menggunakan Content Based Filtering pada Aplikasi Service Desk Studi Kasus Direktorat Pusat Teknologi Informasi Universitas Telkom ANNISA HUMAIRO,ANNISA HUMAIRO,ANNISA HUMAIRO,Anisa Herdiani,,,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,Machine Learning,2023,"Universitas Telkom, S1 Informatika"
Pendeteksi Masker pada Gambar Menggunakan Model Deep Learning Yolo-v2 dengan ResNet-50 MUHAMMAD RIZKI ATRIA SALIM,MUHAMMAD RIZKI ATRIA SALIM,MUHAMMAD RIZKI ATRIA SALIM,Febryanti Sthevanie,,,006.37 - Computer Vision,Karya Ilmiah - Skripsi (S1) - Reference,"Computer Vision, Deep Learning,",2023,"Universitas Telkom, S1 Informatika"
PENGARUH ELECTRONIC WORD OF MOUTH (EWOM) SOMETHINC DI MEDIA SOSIAL TIKTOK TERHADAP BRAND AWARENESS NUR AFINA FATHARANI,NUR AFINA FATHARANI,NUR AFINA FATHARANI,Sylvie Nurfebiaraning,<p> </p>,,"302.23 - Media of Communication, Mass Media",Karya Ilmiah - Skripsi (S1) - Reference,"Electronic Marketing, Media Of Communication,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
PENGARUH KAMPANYE UNICEF LOVE MYSELF TERHADAP KESEHATAN MENTAL PENGGEMAR BTS CORRY NUR AZZURA,CORRY NUR AZZURA,CORRY NUR AZZURA,Maylanny Christin,"<p style=""margin-left:28.55pt;"">Sampel dari penelitian adalah para penggemar BTS yang mengikuti kampanye UNICEF. Dilihat dari sampel yang ingin digunakan, bahwa jumlah populasi di studi ini tidak diketahui dengan pasti jumlahnya, maka perhitungan jumlah sampel memakai rumus <em>Cochran</em><em>, </em>dan sampel minimal yang akan digunakan ialah 385 orang.Teknik analisis data yang digunakan adalah teknik analisis deskriptif serta menggunakan metode uji T. </p>","<p style=""margin-left:1cm;""> </p>",658.382 - Health and safety programs,Karya Ilmiah - Skripsi (S1) - Reference,"Health Communication, Campaigns-communication,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
PENGARUH MEDIA SOSIAL YOUTUBE TERHADAP PEMENUHAN KEBUTUHAN INFORMASI KEUANGAN SUBSCRIBERS (Analisis pada Konten Edukasi Keuangan Kanal Felicia Putri Tjiasaka) ADITYA ANANTA ZONANTO,ADITYA ANANTA ZONANTO,ADITYA ANANTA ZONANTO,Dudi Rustandi,"<p>Kata Kunci: Youtube, Edukasi Keuangan, Kebutuhan Informasi</p>",,"302.23 - Media of Communication, Mass Media",Karya Ilmiah - Skripsi (S1) - Reference,"Media Communication, Social Media,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
PENGARUH PENGGUNAAN INSTAGRAM TERHADAP CONTROL DIRI MAHASISWA TELKOM UNIVERSITY RAKA ASMORO PUTRO,RAKA ASMORO PUTRO,RAKA ASMORO PUTRO,Maylanny Christin,<p> </p>,"<p>Kata kunci: Penggunaan, Media, Sosial, Instagram, Kontrol, Diri, Remaja</p>","302.23 - Media of Communication, Mass Media",Karya Ilmiah - Skripsi (S1) - Reference,"Social Media, Media Study,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
PENGGUNAAN STORYTELLING PUBLIC RELATIONS PADA MEDIA SOSIAL YOUTUBE KLUB SEPAKBOLA IBUKOTA INDONESIA DAN INGGRIS (STUDI KOMPARASI PADA AKUN YOUTUBE ARSENAL DAN PERSIJA) BRAHMANTYO ABRAR PUTRA PRAPTADI,BRAHMANTYO ABRAR PUTRA PRAPTADI,BRAHMANTYO ABRAR PUTRA PRAPTADI,Razie Razak,,,372.677 - Storytelling,Karya Ilmiah - Skripsi (S1) - Reference,"Storytelling, Public Relations,",2023,"Universitas Telkom, S1 Digital Public Relations"
Peramalan Return Saham pada IDX30 Menggunakan Economic Constraint Model dan Technical Indicators PUTU AGUS NARESTHA ADI PRATAMA,PUTU AGUS NARESTHA ADI PRATAMA,PUTU AGUS NARESTHA ADI PRATAMA,Deni Saepudin,,,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,Data Science,2023,"Universitas Telkom, S1 Informatika"
PERAN HUMAS  DALAM PELAKSANAAN PROGRAM  CORPORATE SOCIAL RESPONSIBILITY (CSR)  PT. CISARUA MOUNTAIN DAIRY TBK (CIMORY) KABUPATEN BOGOR ANDIKA REZKY ARGADITYA,ANDIKA REZKY ARGADITYA,ANDIKA REZKY ARGADITYA,Aditya Ali,"<p>Kata kunci: Humas PT. Cimory, Peran Humas, CSR</p>",,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,"Public Relations, Corporate Social Responsibility,",2023,"Universitas Telkom, S1 Digital Public Relations"
PERANCANGAN ARSITEKTUR OTENTIKASI BERBASIS FACE RECOGNITION PADA STUDI KASUS PEMILIHAN UMUM ANDRIAN FIRMANSYAH,ANDRIAN FIRMANSYAH,ANDRIAN FIRMANSYAH,Tien Fabrianti Kusumasari,,,006.3 - Special Computer Methods- Artificial intelligence,Karya Ilmiah - Skripsi (S1) - Reference,"Artificial Intelligence, Image Proceesing,",2023,"Universitas Telkom, S1 Sistem Informasi"
PERANCANGAN ARSITEKTUR SISTEM VERIFIKASI BERBASIS FACE RECOGNITION DALAM STUDI KASUS ABSENSI MAHASISWA MUHAMMAD RAMADHAN KURNIAWAN,MUHAMMAD RAMADHAN KURNIAWAN,MUHAMMAD RAMADHAN KURNIAWAN,Tien Fabrianti Kusumasari,,,006.3 - Special Computer Methods- Artificial intelligence,Karya Ilmiah - Skripsi (S1) - Reference,"Artificial Intelligence, Image Proceesing,",2023,"Universitas Telkom, S1 Sistem Informasi"
PERANCANGAN BUSINESS BLUEPRINT CUSTOMER RELATIONSHIP MANAGEMENT OPEN-SOURCE PADA PROGRAM SARJANA UNIVERSITAS TELKOM SRI GAURI NANDA DEWI,SRI GAURI NANDA DEWI,SRI GAURI NANDA DEWI,R. Wahjoe Witjaksono,,,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,Computer Application For Business,2023,"Universitas Telkom, S1 Sistem Informasi"
PERANCANGAN BUSINESS BLUEPRINT CUSTOMER RELATIONSHIP MANAGEMENT OPEN-SOURCE PADA PROGRAM VOKASI UNIVERSITAS TELKOM YUNITA ANDELLA,YUNITA ANDELLA,YUNITA ANDELLA,R. Wahjoe Witjaksono,,,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,"Enterprise Resource Planning, Computer Application For Business,",2023,"Universitas Telkom, S1 Sistem Informasi"
PREDIKSI KEMACETAN LALU LINTAS JARINGAN STUDI KASUS PT XYZ MENGGUNAKAN ALGORITMA LONG SHORT-TERM MEMORY (LSTM) SILMY SEPHIA NURASHILA,SILMY SEPHIA NURASHILA,SILMY SEPHIA NURASHILA,Faqih Hamami,,,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Deep Learning, Machine Learning,",2023,"Universitas Telkom, S1 Sistem Informasi"
Prediksi Menggunakan Model Fuzzy Time Series Studi Kasus Curah Hujan di Kabupaten Bandung HUDA RIZKY PRASETYO,HUDA RIZKY PRASETYO,HUDA RIZKY PRASETYO,"Irma Palupi, Bambang Ari Wahyudi",,,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,Data Science,2023,"Universitas Telkom, S1 Informatika"
Process Mining on BPJS Kesehatan Data Sample for Disease Trajectory Analysis with Secondary Diagnosis AULIA RAHMAN ARIF WAHYUDI,AULIA RAHMAN ARIF WAHYUDI,AULIA RAHMAN ARIF WAHYUDI,Angelina Prima Kurniati,,,006.312 - Data mining,Karya Ilmiah - Skripsi (S1) - Reference,Data Mining,2023,"Universitas Telkom, S1 Informatika (International Class)"
PROSES PRODUKSI BERITA MENGENAI UMKM AREA YOGYAKARTA DI PIKIRAN-RAKYAT.COM KHANSANIDA DEFTA MAURA,KHANSANIDA DEFTA MAURA,KHANSANIDA DEFTA MAURA,Almira Shabrina,<p> </p>,"<p>Kata kunci : <em>jurnalistik online, media baru, redaksi, produksi berita, UMKM</em></p>",302.207 2 - COMMUNICATION-RESEARCH,Karya Ilmiah - Skripsi (S1) - Reference,"News Writing, Newspaper-mass Media,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
REPRESENTASI FUJOSHI DALAM ANIME WOTAKU NI KOI WA MUZUKASHII (ANALISIS SEMIOTIKA CHARLES SANDERS PEIRCE) ADELIA FAHTIN,ADELIA FAHTIN,ADELIA FAHTIN,Adrio Kusmareza Adim,"<p>Kata kunci:<em> fujoshi, </em>semiotika, anime<em>, boys love</em></p>",,401.41 - Semiotics,Karya Ilmiah - Skripsi (S1) - Reference,"Semiotics, Animasi,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
Sistem Rekomendasi Buku Dengan Collaborative Filtering Menggunakan Metode Singular Value Decomposition (SVD) RIDHO AKBAR,RIDHO AKBAR,RIDHO AKBAR,Donni Richasdy,"<h3>Maka dari itu penilitian ini membangun sebuah sistem rekomendasi buku dengan User-based Collaborative Filtering menggunakan metode singular value decompsotion (SVD). Dan dilakukan pengukuran akurasi menggunakan metode MAE dan MSE dandidapatkanhasilakurasi MAEsebesar0,7063 dan MSE sebesar0,913 .</h3>",,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Computer Science,2023,"Universitas Telkom, S1 Informatika"
SISTEM REKOMENDASI COLLABORATIVE FILTERING PADA SMARTPHONE MENGGUNAKAN K-MEANS REYHAN PRATAMA,REYHAN PRATAMA,REYHAN PRATAMA,Donni Richasdy,,,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,Data Science,2023,"Universitas Telkom, S1 Informatika"
STRATEGI BRANDING PT CITI ASIA INTERNASIONAL MENGGUNAKAN VIDEO COMPANY PROFILE DIMAS SATRIA NANDA,DIMAS SATRIA NANDA,DIMAS SATRIA NANDA,Itca Istia Wahyuni,,,658.401 2 - STRATEGIC MANAGEMENT,Karya Ilmiah - Skripsi (S1) - Reference,"Branding, Adversting, Video Digital,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
Strategi Komunikasi Pemasaran Media Sosial Instagram dalam Membangun Citra Perusahaan PT Pos Indonesia (Persero) EURICO JORDAN HAMBALI,EURICO JORDAN HAMBALI,EURICO JORDAN HAMBALI,Aqida Nuril Salma,"<p>Kata Kunci: Deskriptif, PT Pos Indonesia (Persero), Public Relations, Strategi Public Relations</p>",,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,"Public Relations-strategy, Media Sosial,",2023,"Universitas Telkom, S1 Digital Public Relations"
STRATEGI KOMUNIKASI PEMASARAN SMA DARUL HIKAM BANDUNG PADA TAHUN AJARAN 2021/2022 (Analisis Deskriptif Naratif pada Implementasi Marketing Communications Mix) FATHFARHANI ATIYLA FITHRIE,FATHFARHANI ATIYLA FITHRIE,FATHFARHANI ATIYLA FITHRIE,Almira Shabrina,,,"658.8 - Marketing, Management of Distribution/Marketing, Manajemen Distribusi",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Communication, Strategi Marketing,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
STRATEGI KOMUNIKASI PERILAKU HIDUP BERSIH DAN SEHAT SD ADVENT KECAMATAN SERANG BANTEN PADA ANAK MURID DI MASA ENDEMI COVID 19 ROSALDI CHRISTIAN,ROSALDI CHRISTIAN,ROSALDI CHRISTIAN,Mohamad Syahriar Sugandi,<p><strong>Kata kunci: pola hidup sehat dan bersih serta endemisitas Covid</strong></p>,,302.207 - communication in education,Karya Ilmiah - Skripsi (S1) - Reference,"Sekolah Dasar, Strategy - Communication,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
STRATEGI MEDIA SOSIAL INSTAGRAM PRFMNEWS MUHAMMAD RIZKY JULYANTO,MUHAMMAD RIZKY JULYANTO,MUHAMMAD RIZKY JULYANTO,Oki Achmad Ismail,"<p><strong>Kata Kunci:</strong> Strategi Media Sosial, Lon Safko, David K. Brake, Media Sosial, Instagram</p>",,"302.23 - Media of Communication, Mass Media",Karya Ilmiah - Skripsi (S1) - Reference,"Media Study, Media Sosial,",2023,"Universitas Telkom, S1 Ilmu Komunikasi"
The Impact of Word of Mouth and Brand Image to Purchase Decision: Study in Wall Street English Bandung DENISSA AULIA PUTRI,DENISSA AULIA PUTRI,DENISSA AULIA PUTRI,Marheni Eka Saputri,"<p><strong>Keywords</strong>; Word of mouth, Brand Image, Purchase Decision, English Institute.</p>",,338.7 - Business enterprises,Karya Ilmiah - Skripsi (S1) - Reference,"Business Marketing, Brand Image,",2023,"Universitas Telkom, S1 Administrasi Bisnis (International Class)"
"ANALISA KUALITAS FITUR REKOMENDASI, TRANSPARANSI, DAN MARKETPLACE UNTUK MENINGKATKAN KEPERCAYAAN PADA FITUR REKOMENDASI UNTUK MEMPENGARUHI NIAT BELI PENGGUNA APLIKASI SHOPEE DI INDONESIA RIAN DWI PUTRA",RIAN DWI PUTRA,RIAN DWI PUTRA,Nurvita Trianasari,"<p>Maka dari itu penelitian ini berfokus pada sebagaimana kualitas dari rekomendasi, transparansi, dan m<em>arketplace </em>yang ada di shopee. Penelitian ini bersifat deskriptif dengan model analisis kuantitatif. Pengumpulan data penelitian dilakukan dengan penyebaran kuesioner secara online pada sampel sebanyak 400 pengguna. Skala pengukuran yang digunakan dalam penelitian ini menggunakan Skala Likert. Pengolahan data menggunakan program Smart-PLS dengan teknik analisis deskriptif, inner model, dan outer model. Hasil Dari penelitian ini menunjukan semua Variabel terhadap <em>trust</em> dan <em>Purchase Intention</em> memiliki hasil positif. Hal ini menjelaskan bahwa <em>marketplace</em>, rekomendasi, dan transparansi</p>",,"658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Preferences, Marketing Management",2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
ANALISIS FAKTOR DIGITAL SKILL PADA PENGGUNAAN MOBILE BANKING DI KOTA PADANG NABILA WIHELMINA,NABILA WIHELMINA,NABILA WIHELMINA,Refi Rifaldi Windya Giri,<p> </p>,Tersedia 1 dari total 1 Koleksi,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Marketing Management,",2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
Analisis Faktor Digital Skill Penggunaan Aplikasi Mobile Banking Pada Masyarakat Gabuswetan GIAN KHALFANI RIZKI,GIAN KHALFANI RIZKI,GIAN KHALFANI RIZKI,Refi Rifaldi Windya Giri,"<p>Tujuan dilakukannya penelitian ini adalah untuk mengetahui faktor-faktor apa saja yang mempengaruhi keterampilan digital pada pengguna aplikasi Mobile banking khususnya di Gabuswetan, Kabupaten Indramayu. Teknik analisis data pada penelitian ini yaitu dengan menggunakan teknik Exploratory Factor Analysis atau EFA dengan menggunakan software SPSS dengan data dari responden pengguna aplikasi Mobile banking sebanyak 300 responden.</p>",,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,Consumer Behavior,2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
ANALISIS FAKTOR DIGITAL SKILLS TERHADAP PENGGUNAAN APLIKASI MOBILE BANKING DI KOTA BANDUNG NADYA PUTRI PARAMITHA,NADYA PUTRI PARAMITHA,NADYA PUTRI PARAMITHA,Refi Rifaldi Windya Giri,"<p>Kata kunci: digital skills, mobile banking, exploratory factor analysis</p>",,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Marketing Management,",2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
ANALISIS FAKTOR DIGITAL SKILLS TERHADAP PENGGUNAAN APLIKASI MOBILE BANKING PADA MASYARAKAT DI KECAMATAN NATAR LAMPUNG SELATAN RIFA AULIA YOLINDA,RIFA AULIA YOLINDA,RIFA AULIA YOLINDA,Refi Rifaldi Windya Giri,,,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Marketing Management,",2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
ANALISIS FAKTOR PENENTU KONSUMEN DALAM BERLANGGANAN LAYANAN PREMIER PADA VIDIO DI PROVINSI JAWA BARAT FIQUEN TANAYA KUSUMA DIDA,FIQUEN TANAYA KUSUMA DIDA,FIQUEN TANAYA KUSUMA DIDA,Sherly Artadita,"<p>Penilitian dilakukan dengan menggunakan model penelitian <em>Unified Theory of Acceptence and Use of Technology</em> 2 (UTAUT2) yang meggunakan variabel independent Performance Expectancy, <em>Effort Expectancy</em>, <em>Social Influence</em>, <em>Facilitating Conditions</em>, <em>Hedonic Motivation</em>, <em>Price Value</em>, <em>Habit</em>, <em>Content</em>, dan variabel dependent <em>Behavioral Intention</em>. selain itu penelitian ini mengunakan moderasi Age, Gender, dan Income. Data yang diperoleh didapatkan melalui penyebaran kuesioner dengan menghasilkan 206 responden, dengan kriteria umum yang merupakan pengguna layanan Premier Vidio. Penelitian ini meggunakan alat bantu software SmartPLS versi 3.0 dengan menghasilkan nilai t >0,7.</p>",,338.7 - Business enterprises,Karya Ilmiah - Skripsi (S1) - Reference,"Business Administration, Consumer Behavior,",2023,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS PENGARUH KUALITAS LAYANAN DAN KEPUASAN PELANGGAN VIRTUAL ASSISTANT TOKOPEDIA TERHADAP  LOYALITAS PELANGGAN MARKUS PRIAGUNG ANDI KRISNADITYA,MARKUS PRIAGUNG ANDI KRISNADITYA,MARKUS PRIAGUNG ANDI KRISNADITYA,Nurvita Trianasari,<p>Penelitian dilakukan pada PT. GOTO melalui metode kuantitatif dan sampel dilakukan dengan metode non probability sampling. Penyebaran kuesioner melalui Instagram kepada 100 pelanggan yang telah menggunakan asisten virtual Tokopedia. Analisa mengunakan metode Importance Perfotmance Analysis (IPA) dan mengetahui tingkat kepuasan berdasarkan indek kepuasan. Pengolahan data dilakukan dengan menggunakan software SPSS.</p>,,"658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Satisfaction, Marketing Management,",2023,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
