Title,Text1,Penulis1,Penulis2,Abstrak,KataKunci,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
ENTERPRISE ARCHITECTURE SISTEM PEMERINTAHAN BERBASIS ELEKTRONIK PADA DISKOMINFOSANDITIK KABUPATEN SUMEDANG DENGAN DOMAIN DATA IKHSAN HERDI FAJRIYANTO,IKHSAN HERDI FAJRIYANTO,IKHSAN HERDI FAJRIYANTO,"Soni Fajar Surya Gumilang, Widyatasya Agustika Nurtrisha",,,"658.403 8 - Information management, Gathering of information by management for use in managerial decision making, Information resources, Knowledge management",Karya Ilmiah - Skripsi (S1) - Reference,"Enterprise-architecture, Information Management,",2023,"Universitas Telkom, S1 Sistem Informasi"
Identifikasi Tingkat Kematangan Buah Pisang Menggunakan  Algoritma Fuzzy Logic Dengan Ekstraksi Fitur RGB dan GLCM HILMY SHABIR PUTRA RUSMARSIDIK,HILMY SHABIR PUTRA RUSMARSIDIK,HILMY SHABIR PUTRA RUSMARSIDIK,Risnandar,,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Digital Image Processing,2023,"Universitas Telkom, S1 Informatika"
IMPLEMENTASI TEST DRIVEN DEVELOPMENT PADA PENGEMBANGAN RESTFUL API UNTUK STARTUP SURVO ADIT PERMADI,ADIT PERMADI,ADIT PERMADI,"Rahmat Fauzi, Dita Pramesti",,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Web Development,2023,"Universitas Telkom, S1 Sistem Informasi"
IMPLEMENTATION THE CONCEPT OF SHARED SERVICE IN INVENTORY MODULE FOR MSMEs RIVALDI ABDUL JABBAR,RIVALDI ABDUL JABBAR,RIVALDI ABDUL JABBAR,"Nia Ambarsari, Hanif Fakhrurroja",,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Website,2023,"Universitas Telkom, S1 Sistem Informasi"
KLASIFIKASI REVIEW CUSTOMER DI E-COMMERCE BUKALAPAK MENGGUNAKAN METODE SUPPORT VECTOR MACHINE (SVM) IVANIA NONITA CHRISDIYANTI,IVANIA NONITA CHRISDIYANTI,IVANIA NONITA CHRISDIYANTI,"Riska Yanua Fa'rifah, Oktariani Nurul Pratiwi","<p><strong>Kata kunci: <em>Customer review</em>, Klasifikasi, SVM, Kernel linear</strong></p>",,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Machine Learning, Vector Analysis,",2023,"Universitas Telkom, S1 Sistem Informasi"
KLASIFIKASI SOAL BERDASARKAN KATEGORI TOPIK MENGGUNAKAN METODE ALGORITMA NAÏVE BAYES DAN ALGORITMA SUPPORT VECTOR MACHINE RIFKI MUHAMAD ADITAMA,RIFKI MUHAMAD ADITAMA,RIFKI MUHAMAD ADITAMA,"Oktariani Nurul Pratiwi, Riska Yanu Fa’rifah","<p><em>Kata Kunci — </em><em> <strong>Klasifikasi Soal, Naïve Bayes, Support Vector Machine, SMOTE, oversampling, Cross Validation</strong></em></p>",,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Machine Learning, Machine Design,",2023,"Universitas Telkom, S1 Sistem Informasi"
Media Digital Sebagai Sarana Pengelolaan Keuangan Mahasiswa ANGELA NATHAN GALILEA,ANGELA NATHAN GALILEA,ANGELA NATHAN GALILEA,,,,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,"Design User Interface, Computer Application For Business,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Mendeteksi Gejala Depresi Pengguna Twitter Menggunakan Metode ANN (Artificial Neural Network) GHINA DOFIRA,GHINA DOFIRA,GHINA DOFIRA,Warih Maharani & Erwin Budi S,<p> </p>,Seluruh 1 koleksi sedang dipinjam,003.72 - Networks (Systems),Karya Ilmiah - Skripsi (S1) - Reference,Machine - Learning,2023,Universitas Telkom-S1 INFORMATIKA
Pemodelan Distribusi Kelembapan Udara dengan Gaussian Mixture Melibatkan  Metode Expectation-Maximization HERDIAN PUTERA SEMBIRING,HERDIAN PUTERA SEMBIRING,HERDIAN PUTERA SEMBIRING,"Aniq Atiqi Rohmawati, Indwiarti,  Erwin Budi Setiawan",,,551.63 - Weather forecasting,Karya Ilmiah - Skripsi (S1) - Reference,Weather,2023,"Universitas Telkom, S1 Informatika"
PENGEMBANGAN APLIKASI WEBSITE STARTUP DIGITAL GRAPHIC VISUAL (GRAVIS) SEBAGAI PLATFORM MARKETPLACE MENGGUNAKAN METODE SCRUM M HARTSA QINTHAR,M HARTSA QINTHAR,M HARTSA QINTHAR,"Tien Febrianti Kusumasari, Rahmat Fauzi",,,005.1 - software engineering,Karya Ilmiah - Skripsi (S1) - Reference,Rekayasa Perangkat Lunak,2023,"Universitas Telkom, S1 Sistem Informasi"
PENILAIAN KAPABILITAS TATA KELOLA DAN  MANAJEMEN TI MENGGUNAKAN FRAMEWORK COBIT  2019 FOKUS DOMAIN APO PADA DINAS KOMUNIKASI  DAN INFORMATIKA KOTA BANDUNG SRI HARYATINI,SRI HARYATINI,SRI HARYATINI,"Falahah, Widyatasa Agustika Nutrisha",<p> </p>,Seluruh 1 koleksi sedang dipinjam,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Corporate Governance,2023,"Universitas Telkom, S1 Sistem Informasi"
PERANCANGAN BACKEND PADA WEBSITE HELPMEONG MENGGUNAKAN FRAMEWORK LARAVEL DENGAN METODE SCRUM ANDHIKA WICAKSONO,ANDHIKA WICAKSONO,ANDHIKA WICAKSONO,"Faishal Mufied Al-Anshary,  Rahmat Fauzi",,,006.7 - Web Design,Karya Ilmiah - Skripsi (S1) - Reference,"Web Development, Website-quality,",2023,"Universitas Telkom, S1 Sistem Informasi"
Perancangan Celana Cargo Untuk Pengendara Commuter Bike NAUFAL ARYA PUTRA NURJAMAN,NAUFAL ARYA PUTRA NURJAMAN,NAUFAL ARYA PUTRA NURJAMAN,Terbit Setya Pambudi,"<p>Kata kunci: New Normal, commuter bike, Celana Cargo</p>",,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Design-product, Graphic Design,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN DESAIN ILUSTRASI PAKAIAN MEREK PANOMANTRA DENGAN TEMA SAKAI SAMBAYAN ACHMAD ICHWANI GERRY SETIADI,ACHMAD ICHWANI GERRY SETIADI,ACHMAD ICHWANI GERRY SETIADI,IDHAR RESMADI,,,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Graphic Design, Fashion Design,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN ENTERPRISE ARCHITECTURE PADA BIDANG PELAYANAN KEPERAWATAN RUMAH SAKIT BHAKTI WIRA TAMTAMA MENGGUNAKAN TOGAF ADM NURMALA,NURMALA,NURMALA,"Luthfi Ramadani, Ryan Adthiya Nugraha","<p>Pada pelayanan keperawatan dibutuhkan pertukaran data yang cepat dan akurat sehingga dapat memberikan pelayanan yang terbaik untuk pasien yang datang ke Rumah Sakit Bhakti Wira Tamtama. Namun, dalam lapangan masih terdapat beberapa kendala seperti lamanya proses pengumpulan berkas medis saat pasien pulang dan adanya duplikasi informasi antara informasi fisik dan informasi elektronik. Proses digitalisasi pada Rumah Sakit Bhakti Wira Tamtama sudah dilakukan, namun masih terdapat beberapa kendala antara lain integrasi antar aplikasi, human error, dan masih banyak lagi. Dalam hal ini solusi terbaik yang bisa dilakukan saat ini yaitu dengan melakukan perancangan <em>Enterprise Architecture</em>.</p>","<p>Kata Kunci: <em>Enterprise Architecture</em>, Rumah Sakit Bhakti Wira Tamtama, TOGAF ADM, SIMRS.</p>","658.403 8 - Information management, Gathering of information by management for use in managerial decision making, Information resources, Knowledge management",Karya Ilmiah - Skripsi (S1) - Reference,"Enterprise-architecture, Information Management,",2023,"Universitas Telkom, S1 Sistem Informasi"
Perancangan Enterprise Architecture pada Divisi Pencegahan Dan Pengendalian Penyakit Suku Dinas Kesehatan Jakarta Timur dan Puskesmas Kecamatan Cakung IKHSAN TASEF NUR FIKRI,IKHSAN TASEF NUR FIKRI,IKHSAN TASEF NUR FIKRI,"Luthfi Ramadani, Fitriyana Dewi","<p>Kata kunci--- <strong>Suku Dinas Kesehatan Jakarta Timur, Puskesmas Kecamatan Cakung, Divisi Pencegahan dan Pengendalian Penyakit (P2P), Enterprise Architecture, TOGAF ADM.</strong></p>",,"658.403 8 - Information management, Gathering of information by management for use in managerial decision making, Information resources, Knowledge management",Karya Ilmiah - Skripsi (S1) - Reference,"Enterprise-architecture, Enterprise Application Development, Information Management,",2023,"Universitas Telkom, S1 Sistem Informasi"
PERANCANGAN FRONT-END WEBSITE PEMINJAMAN RUANGAN DI TELKOM UNIVERSITY DENGAN METODE WATERFALL TAUFIQURRAHMAN LUBIS,TAUFIQURRAHMAN LUBIS,TAUFIQURRAHMAN LUBIS,"Irfan Darmawan, Ekky Novriza Alam","<p>Kata kunci: waterfall, black box testing, peminjaman ruangan, website</p>",,006.7 - Web Design,Karya Ilmiah - Skripsi (S1) - Reference,"Website, Website-quality,",2023,"Universitas Telkom, S1 Sistem Informasi"
Perancangan Identitas Visual dan Implementasinya pada Media Promosi Taman Lalu Lintas Bandung ALMA PERMATASARI,ALMA PERMATASARI,ALMA PERMATASARI,Atria N. Fadilla,,,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Graphic Design, Information Media,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Perancangan Kampanye Sosial Gerakan Memakai Pembalut Kain Pakai Ulang Untuk Perempuan  di DKI Jakarta AZZAHRA QUISHA ZATA DINY,AZZAHRA QUISHA ZATA DINY,AZZAHRA QUISHA ZATA DINY,Ilhamsyah,"<p>Kata kunci: <em>period poverty</em>, pembalut kain pakai ulang, kampanye sosial</p>",,659.113 - Advertising Campaigns,Karya Ilmiah - Skripsi (S1) - Reference,Advertising Campaigns,2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN KELUARGA HURUF BERBASIS KARAKTER BENTUK AKSARA SUNDA SEBAGAI PEMANFAATAN PROGRAM UNICODE AKSARA SUNDA ALGIS ALIFIAN FASYA,ALGIS ALIFIAN FASYA,ALGIS ALIFIAN FASYA,Asep Kadarisman,"<p>Upaya memasyarakatkan kembali aksara Sunda harus dilakukan secara bertahap, tahap paling awal adalah mengenalkan bentuk aksara Sunda itu sendiri karena bentuk visual dapat diterima dan dinikmati tanpa hambatan bahasa. Penelitian ini menggunakan metode analisis perbandingan proyek sejenis dan analisis SWOT dengan berlandaskan teori-teori tipografi dan data-data visual naskah-naskah lontar beraksara Sunda hingga didapatkan hasil bahwa dalam mendukung pemasyarakatan kembali aksara Sunda dibutuhkan Perancangan Keluarga Huruf berbasiskan karakter bentuk aksara Sunda dengan memanfaatkan fitur Unicode Aksara Sunda, agar huruf latin dan aksara Sunda dapat tampil berdampingan dengan memiliki kesatuan gaya visual. Sehingga masyarakat dapat lebih terbiasa membaca dan lebih mudah mengerti penggunaan aksara Sunda di kehidupan sehari-hari.</p>",,686.22 - Typography,Karya Ilmiah - Skripsi (S1) - Reference,Typefaces-typography,2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Perancangan Mainan Edukatif Kelompok Dengan Menerapkan Social Distancing TASYA NATALIA WIJAYA,TASYA NATALIA WIJAYA,TASYA NATALIA WIJAYA,Hanif Azhar,"<p><strong>Kata Kunci: Mainan Edukasi, Kelompok, <em>Social Distancing, SCAMPER</em></strong></p>",,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,Product Design - Toys,2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN MODELING KARAKTER 3D INTERAKSI MAHASISWA PADA PEMBELAJARAN JARAK JAUH SELAMA PANDEMI COVID-19 RANGGA PURWA ABHIASA,RANGGA PURWA ABHIASA,RANGGA PURWA ABHIASA,YAYAT SUDARYAT,"<p>Melalui perancangan ini, perancang bermaksud untuk menangkap interaksi mahasiswa yang terjadi dibalik layar tatap muka selama proses pembelajaran jarak jauh berlangsung ke dalam 3D modeling karakter. Metode perancangan yang akan dilakukan adalah pengumpulan data, di antaranya observasi, wawancara dan studi pustaka. Pendekatan yang dilakukan ialah pendekatan kualitatif yang menghasilkan data deskriptif. Perancangan 3D modeling karakter ini bertujuan untuk mewakili keadaan mahasiswa selama proses pembelajaran jarak jauh berlangsung, sekaligus sebagai media yang dapat menjadi acuan sarana sosialisasi untuk mengembangkan proses pembelajaran jarak jauh ke depannya.</p>",,006.696 - Digital video; morphing; computer animation,Karya Ilmiah - Skripsi (S1) - Reference,"3d Animation, Computer Animation,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN PRODUK SLEEPING BAG UNTUK MEMBANTU TIM SAR MELAKUKAN PERTOLONGAN PERTAMA PADA PENDERITA HIPOTERMIA FAHIRA SALSABILLA FITRI DENI,FAHIRA SALSABILLA FITRI DENI,FAHIRA SALSABILLA FITRI DENI,Martiyadi Nurhidayat,"<p style=""margin-left:7.1pt;""><strong>Kata kuci </strong>: Cuaca Ekstrem, suhu dingin, Hipotermia, pecinta kegiatan <em>outdoor</em>, tim SAR, dan <em>sleeping bag</em>.</p>",,658.575 - New product development,Karya Ilmiah - Skripsi (S1) - Reference,"Analysis And Design Systems, New Product Development,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Perancangan Purwarupa Aplikasi Mobile Untuk Menyampaikan Pesan Self-Love SANTI ASIA WIJAYANTO,SANTI ASIA WIJAYANTO,SANTI ASIA WIJAYANTO,Dicky Hidayat,,,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Design User Interface, Graphic Design,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Perancangan Strategi Promosi pada UMKM Yumyum Dimsum FAUZIA ANGGUN MOULYSA,FAUZIA ANGGUN MOULYSA,FAUZIA ANGGUN MOULYSA,Gema Ari Prahara,,,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Mix-promotion, Marketing Management,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN TAS PERLENGKAPAN KAMERA UNTUK VIDEO BLOGGER SYIFA MADANI,SYIFA MADANI,SYIFA MADANI,Yanuar Herlambang,<p> </p>,Seluruh 1 koleksi sedang dipinjam,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Graphic Design, Product Design,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
PERANCANGAN ULANG COWORKING SPACE DAN KANTOR BANDUNG DIGITAL VALLEY DENGAN PENDEKATAN DESAIN AKTIVITAS ANDRI YUDHITIRA,ANDRI YUDHITIRA,ANDRI YUDHITIRA,"Arnanti Primiana Yuniati,",,,"747 - Interior Decoration, Interior Design",Karya Ilmiah - Skripsi (S1) - Reference,Desain Interior,2023,"Universitas Telkom, S1 Desain Interior"
PERANCANGAN ULANG KANTOR KEMENTERIAN AGAMA KOTA BEKASI DENGAN PENDEKATAN SIMBOLISME NADILA RINDY ANTIKA PUTRI,NADILA RINDY ANTIKA PUTRI,NADILA RINDY ANTIKA PUTRI,,"<p style=""margin-left:.75in;"">Kantor Kementerian Agama Kota Bekasi merupakan salah satu kantor pemerintah yang memberikan pelayanan bagi umat beragama untuk meningkatkan kualitas nilai-nilai toleransi antar beragama dalam konteks manusia dan alam terbentuk secara spasial dan berbagai desain, ide, selera, serta nilai terwujud dalam bentuk kantor Kementerian Agama untuk memasukkan semangat keagamaan ke dalam desain. Hal ini menciptakan rasa persatuan dalam masyarakat dan pembangunan ini mencerminkan keyakinan agama masyarakat. Berdasarkan desain yang akan dirancang, maka penelitian ini adalah penelitian deskriptif dengan pendekatan kualitatif. Pendekatan simbolisme dimaksudkan untuk menyederhanakan pikiran, gagasan, atau fenomena yang berkembang di sekitar lingkungan alam manusia yang memiliki makna mendalam untuk mewakili gagasan, nilai, atau tujuan tertentu. Tujuan dari tema ini sendiri agar masyarakat memahami dengan penalaran naluri manusia bahwa perlu tindakan dalam menjaga kerukunan ditengah masyarakat dan sebagai loyalitas kewarganegaraan bagi seluruh umat beragama. Permasalahan organisasi ruang, persyaratan umum ruang dan konsep visual dapat diselesaikan dengan proses implementasi terhadap perancangan Kantor Kementerian Agama Kota Bekasi sesuai dengan Standar Nasional Kantor Kementerian Agam dan studi banding. Penciptaan suasanan secara mendalam memiliki unsur rasa syukur terhadap ketenangan jiwa sehingga terciptanya dampak positif dengan rasa kebersamaan terhadap ikatan batin yang memberikan rasa tinggi terhadap toleransi dan kedamaian.</p>",,"747 - Interior Decoration, Interior Design",Karya Ilmiah - Skripsi (S1) - Reference,Interior Design,2023,"Universitas Telkom, S1 Desain Interior"
Perancangan Ulang Prototype Aplikasi Mobile Jasa Ekspedisi PT. Pos Indonesia SYIFA HANNIFAH AULIA,SYIFA HANNIFAH AULIA,SYIFA HANNIFAH AULIA,Dicky Hidayat,,,"005.2 - Programming for specific types of computers, for specific operating systems, for specific user interfaces",Karya Ilmiah - Skripsi (S1) - Reference,"Design User Interface, Mobile Application,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
Perancangan Zine “Cara Beda Jadi Kaya: 100% Halal” Mengenai Dasar Investasi Syariah Bagi Mahasiswa AULI TAMMA ZHILLAN ABDALLOH,AULI TAMMA ZHILLAN ABDALLOH,AULI TAMMA ZHILLAN ABDALLOH,"SITI DESINTHA, SYARIP HIDAYAT",,,"741.6 - Graphic design, Illustration, Commercial art, Special applications of drawing",Karya Ilmiah - Skripsi (S1) - Reference,"Graphic Design, Product Design,",2023,"Universitas Telkom, S1 Desain Komunikasi Visual"
"Perancangan, Pengaplikasian, dan Analisis Metode Microsegmentation untuk Memitigasi Insider Attack dengan menggunakan Next-Generation Firewall pada Sistem Jaringan MOHAMAD KHALIF NOER",MOHAMAD KHALIF NOER,MOHAMAD KHALIF NOER,"TEGUH KURNIAWAN, FATHINUDDIN",,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Computer Network Security,2023,"Universitas Telkom, S1 Teknik Industri"
Rekomendasi Perancangan User Interface Berbasis Website Menggunakan Metode Goal Directed Design (Studi Kasus : MyEvents.id) NABILLA AURA APRILIA,NABILLA AURA APRILIA,NABILLA AURA APRILIA,"Indra Lukmana Sardi, Veronikha Effendy",<p> </p>,Seluruh 1 koleksi sedang dipinjam,"006.76 - Multimedia systems- Programming, internet programming, web programming",Karya Ilmiah - Skripsi (S1) - Reference,Design User Interface,2023,"Universitas Telkom, S1 Informatika"
Sistem Fuzzer Menggunakan Static Code Analysis Untuk Serangan XSS ADZKAR FAUZIE RAHMAN,ADZKAR FAUZIE RAHMAN,ADZKAR FAUZIE RAHMAN,"Vera Suryani, Aulia Alif Wardana, Erwin Budi Setiawan",,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Cyber-physical Systems,2023,"Universitas Telkom, S1 Informatika"
Studi Algoritma Metode Ekstraksi Ciri Pada Sinyal Photoplethysmography (PPG) Untuk Mendeteksi Penyakit Jantung Koroner MUHAMMAD FADHIL IHSAN,MUHAMMAD FADHIL IHSAN,MUHAMMAD FADHIL IHSAN,"Satria Mandala, Miftah Pramudyo, ERWIN BUDI SETIAWAN",,,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Cyber-physical Systems,2023,"Universitas Telkom, S1 Informatika"
Tugas Akhir / Skripsi RANTI YUWANDINI,RANTI YUWANDINI,RANTI YUWANDINI,Djoko Murdowo,"<p>PT. Surveyor Indonesia adalah Badan Usaha Milik Negara (BUMN) Indonesia yang bergerak di bidang survei, inspeksi, dan konsultasi. Dari observasi yang dilakukan pada kantor Surveyor Indonesia, kantor ini memiliki kekurangan seperti interior kantor yang belum mewakili identitas perusahaan, belum menciptakan suasana interior yang dapat menunjang karyawan untuk bekerja, penggunaan konsep warna yang belum mencerminkan identitas perusahaan, serta kurangnya fasilitas untuk menunjang karyawan dalam melakukan aktivitas. Melalui pendekatan identitas perusahaan dapat mewujudkan interior kantor yang dapat mewakili identitas perusahaan berdasarkan desain logo, tagline, visi misi dan nilai nilai perusahaan untuk mencapai tujuan perusahaan. Dengan menerapkan konsep <em>collaboration space</em> yang dilatarbelakangi oleh aktivitas atau kegiatan karyawan yang sering berinteraksi dengan klien maupun rekan kerja sehingga dapat berkembang dan menjadi perusahaan yang lebih baik terutama untuk karyawan yang dapat bekerja dengan suasana dan tempat yang nyaman yang dapat mewakili identitas perusahaan. Diharapkan tugas akhir ini dapat memberikan solusi serta referensi terhadap permasalahan ruang terkait kenyamanan dan efektifitas kerja terhadap tujuan perusahaan serta bermanfaat bagi penulis maupun pihak lain.</p>",,"729 - Design and decoration of structures and accessories, Interior architecture",Karya Ilmiah - Skripsi (S1) - Reference,Design-corporate Identity,2023,"Universitas Telkom, S1 Desain Interior"
Uji Feasibilitas Fitur Entropi Suhu untuk Pengenalan Subjek ANHAR ABIMANYU,ANHAR ABIMANYU,ANHAR ABIMANYU,"Setyorini, Rizka Reza Pahlevi, Erwin Budi Setiawan",<p>           </p>,"<p><strong>Kata Kunci</strong> : smart watch, MLX90614,  sensor suhu, wemos d1 mini , entropi feature selection , ann-ff (artifial neural network feedforward ) , lcd oled 0.66 inc</p>","004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,Cyber-physical Systems,2023,"Universitas Telkom, S1 Informatika"
ANALISIS DIMENSI SMART GOVERNANCE BERDASARKAN INDIKATOR E-GOVERNMENT DI KABUPATEN BREBES MUHAMAD TRI FAKHRERI ARSYAD,MUHAMAD TRI FAKHRERI ARSYAD,MUHAMAD TRI FAKHRERI ARSYAD,Tri Widarmanti,"<p>Penelitian ini bertujuan untuk mengetahui apakah Kabupaten Brebes sudah siap menjadi <em>Smart City </em>dari segi dimensi <em>Smart Governance </em>beserta indikatornya. Indikator untuk mengukur kesiapan penerapan <em>smart governance</em> yaitu <em>Oppenes and Public Participations, E-Governance, New Public-Private Collaboration, Guarantee System, Modern Processes of Public Management of The Municipal Bugdet, Modern System of Public Management of The Municipal Government, Transparancy Auditing of The Government’s Public Management, Local Government Staff.</em></p>","<p>Kabupaten Brebes dalam penerapannya sudah mengimpelementasi indikator <em>e-governance</em> berdasarkan standarisasi yang sudah ditetapkan oleh PPID, sayangnya masih belum maksimal atau belum dilakukan pada sektor atau bidang lain. Sebagai contoh untuk bidang transportasi masih belum ada layanan transportasi publik yang secara langsung dikelola derah dan terintegrasi dengan sistem <em>e-governance</em> seperti di Singapore</p>","658 - General management, General business management, General industrial Management",Karya Ilmiah - Skripsi (S1) - Reference,"Good Corporate Governance, Business Management,",2023,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
ANALISIS KEBERHASILAN PENGGUNAAN SISTEM  ENTERPRISE RESOURCE PLANNING (ERP) PADA DIVISI HUMAN RESOURCE MENGGUNAKAN MODEL DELONE DAN MCLEAN (STUDI KASUS PT PP London Sumatra Indonesia Tbk) LISEKA TIMOTEUS,LISEKA TIMOTEUS,LISEKA TIMOTEUS,"WARIH PUSPITASARI,  TAUFIK NUR ADI","<p>Kata Kunci: ERP, SAP, <i>Human Resource</i>, Model Kesuksesan Sistem Informasi DeLone dan McLean</p>",,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,"Enterprise Resource Planning, Computer Application For Business,",2023,"Universitas Telkom, S1 Sistem Informasi"
Analisis Kecepatan Angin Hasil Pengukuran Sensor Anemometer Menggunakan Linear Regression Time Series RAGIL BAGASKORO,RAGIL BAGASKORO,RAGIL BAGASKORO,"Andrian Rakhmatsyah, Rizka Reza Pahlevi",<p> </p>,Seluruh 1 koleksi sedang dipinjam,"004 - Data processing, Computer science",Karya Ilmiah - Skripsi (S1) - Reference,"Computer Science, Sensor,",2023,"Universitas Telkom, S1 Informatika"
ANALISIS LAYANAN TEKNOLOGI INFORMASI (TI) TERHADAP IGRACIAS DENGAN METODE SERVICE QUALITY PADA DOSEN UNIVERSITAS TELKOM NURSYAHBANI AMELIA PUTRI,NURSYAHBANI AMELIA PUTRI,NURSYAHBANI AMELIA PUTRI,"Berlian Maulidya Izzati, Fitriyana Dewi","<p><font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Kata kunci: Teknologi Informasi, Kualitas layanan, I-gracias.</font></font></font></font></p>",,"005.019 - Computer Programming, Programs, Data- Prsychological principles; usability",Karya Ilmiah - Skripsi (S1) - Reference,"Service Quality, Computer Science,",2023,"Universitas Telkom, S1 Sistem Informasi"
ANALISIS PENERIMAAN PENGGUNAAN ENTERPRISE RESOURCE PLANNING (ERP) PADA DIVISI HUMAN RESOURCE DENGAN MENGGUNAKAN MODEL UTAUT 2 (STUDI KASUS: PT PP LONDON SUMATRA INDONESIA) TSAMARA ARIFAH PRAWATI,TSAMARA ARIFAH PRAWATI,TSAMARA ARIFAH PRAWATI,"WARIH PUSPITASARI,  TAUFIK NUR ADI","<p><strong>Kata Kunci – </strong><a name=""_Hlk111208153"">ERP, SAP, <em>Human Resource, </em>UTAUT 2</a></p>",,005.7 - Data in Computer Systems,Karya Ilmiah - Skripsi (S1) - Reference,"Data Processing For Business, Data Science,",2023,"Universitas Telkom, S1 Sistem Informasi"
ANALISIS PENGGUNAAN E-WALLET DANA DENGAN MENGGUNAKAN MODEL MODIFIKASI UTAUT 2 DALI ARYA WIGUNA,DALI ARYA WIGUNA,DALI ARYA WIGUNA,Khairani Ratnasari Siregar,"<p>Kata Kunci: DANA, E-wallet, SmartPLS, Use Behavior, UTAUT2</p>",,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Marketing Management,",2023,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
ANALISIS PENGUJIAN KERENTANAN KEAMANAN SITUS  WEB DINAS KEPENDUDUKAN DAN CATATAN SIPIL XYZ  MENGGUNAKAN FRAMEWORK ISSAF AGISTRA FEBRIANDI,AGISTRA FEBRIANDI,AGISTRA FEBRIANDI,"Muharman Lubis, Adityas Widjajarto","<p><strong>Kata Kunci</strong>: Website, Vulnerability, penetration, owasp zap, ISSAF.</p>",,005.8 - Data Security,Karya Ilmiah - Skripsi (S1) - Reference,"Cyber Security, Web Security,",2023,"Universitas Telkom, S1 Sistem Informasi"
ANALISIS PENGUJIAN KERENTANAN SITUS WEB YAYASAN KESEHATAN XYZ MENGGUNAKAN STANDAR NIST SP 800-115 YONATHAN BAGUS PRATAMA,YONATHAN BAGUS PRATAMA,YONATHAN BAGUS PRATAMA,"Muharman Lubis, Adityas Widjajarto",,,"005.8 - Data security, access control, computer network security, firewalls",Karya Ilmiah - Skripsi (S1) - Reference,"Cyber Security, Web Security,",2023,"Universitas Telkom, S1 Sistem Informasi"
